County,Counties,City,State,Postal Code,2020 Census Tract,LocationID
Ada,1659.0,Boise,ID,83702.0,16001000101.0,1
Adams,2953.0,Benge,WA,99105.0,53001950200.0,2
Adams,2953.0,Hatton,WA,99344.0,53001950200.0,3
Adams,2953.0,Lind,WA,99341.0,53001950200.0,4
Adams,2953.0,Othello,WA,99344.0,53001950200.0,5
Adams,2953.0,Othello,WA,99344.0,53001950301.0,6
Adams,2953.0,Othello,WA,99344.0,53001950302.0,7
Adams,2953.0,Othello,WA,99344.0,53001950303.0,8
Adams,2953.0,Othello,WA,99344.0,53001950400.0,9
Adams,2953.0,Othello,WA,99344.0,53001950500.0,10
Adams,2953.0,Ritzville,WA,99169.0,53001950100.0,11
Adams,2953.0,Washtucna,WA,99371.0,53001950200.0,12
Alameda,1141.0,Alameda,CA,94501.0,6001427600.0,13
Alameda,1141.0,Alameda,CA,94501.0,6001428200.0,14
Alameda,1141.0,Alameda,CA,94501.0,6001428700.0,15
Alameda,1141.0,Berkeley,CA,94707.0,6001421400.0,16
Alameda,1141.0,Dublin,CA,94568.0,6001450751.0,17
Alameda,1141.0,Fremont,CA,94538.0,6001442502.0,18
Alameda,1141.0,Newark,CA,94560.0,6001444304.0,19
Alameda,1141.0,Piedmont,CA,94611.0,6001426200.0,20
Albemarle,2906.0,Charlottesville,VA,22901.0,51003011000.0,21
Alexandria,2904.0,Alexandria,VA,22301.0,51510201500.0,22
Alexandria,2904.0,Alexandria,VA,22304.0,51510200404.0,23
Alexandria,2904.0,Alexandria,VA,22305.0,51510201202.0,24
Alexandria,2904.0,Alexandria,VA,22311.0,51510200106.0,25
Alexandria,2904.0,Alexandria,VA,22314.0,51510200701.0,26
Alexandria,2904.0,Alexandria,VA,22314.0,51510200705.0,27
Alexandria,2904.0,Alexandria,VA,22314.0,51510202001.0,28
Alexandria,2904.0,Alexandria,VA,22314.0,51510202002.0,29
Allegheny,2455.0,Oakdale,PA,15071.0,42003458001.0,30
Allegheny,2455.0,Pittsburgh,PA,15222.0,42003020100.0,31
Allen,1839.0,Fort Wayne,IN,46802.0,18003001200.0,32
Allen,1839.0,Fort Wayne,IN,46818.0,18003010601.0,33
Anchorage,1669.0,Anchorage,AK,99517.0,2020002100.0,34
Anchorage,1669.0,Eagle River,AK,99577.0,2020000206.0,35
Anne Arundel,418.0,Annapolis,MD,21401.0,24003702402.0,36
Anne Arundel,418.0,Annapolis,MD,21409.0,24003731103.0,37
Anne Arundel,418.0,Arnold,MD,21012.0,24003731103.0,38
Anne Arundel,418.0,Crofton,MD,21114.0,24003702209.0,39
Anne Arundel,418.0,Edgewater,MD,21037.0,24003701400.0,40
Anne Arundel,418.0,Fort George G Meade,MD,20755.0,24003740603.0,41
Anne Arundel,418.0,Hanover,MD,21076.0,24003740108.0,42
Anne Arundel,418.0,Pasadena,MD,21122.0,24003731307.0,43
Anne Arundel,418.0,Severna Park,MD,21146.0,24003730606.0,44
Arapahoe,1395.0,Englewood,CO,80111.0,8005006861.0,45
Arlington,907.0,Arlington,VA,22202.0,51013103503.0,46
Arlington,907.0,Arlington,VA,22202.0,51013103505.0,47
Arlington,907.0,Arlington,VA,22203.0,51013101300.0,48
Asotin,1769.0,Asotin,WA,99402.0,53003960100.0,49
Asotin,2954.0,Clarkston,WA,99403.0,53003960100.0,50
Asotin,2954.0,Clarkston,WA,99403.0,53003960200.0,51
Asotin,2954.0,Clarkston,WA,99403.0,53003960300.0,52
Asotin,2954.0,Clarkston,WA,99403.0,53003960400.0,53
Asotin,2954.0,Clarkston,WA,99403.0,53003960500.0,54
Asotin,2954.0,Clarkston,WA,99403.0,53003960600.0,55
Atlantic,2446.0,Egg Harbor Township,NJ,8234.0,34001011806.0,56
Autauga,90.0,Prattville,AL,36067.0,1001020100.0,57
Baltimore,1857.0,Baltimore,MD,21224.0,24510010300.0,58
Bannock,1684.0,Pocatello,ID,83202.0,16005001500.0,59
Barnstable,1858.0,Brewster,MA,2631.0,25001010800.0,60
Beaufort,2708.0,Okatie,SC,29909.0,45013002103.0,61
Beauregard,1538.0,Deridder,LA,70634.0,22011960500.0,62
Beaver,725.0,Rochester,PA,15074.0,42007602100.0,63
Bell,821.0,Belton,TX,76513.0,48027021502.0,64
Bell,821.0,Fort Cavazos,TX,76544.0,48027023201.0,65
Bell,821.0,Fort Hood,TX,76544.0,48027023202.0,66
Bell,821.0,Killeen,TX,76549.0,48027023114.0,67
Bell,821.0,Temple,TX,76504.0,48027020900.0,68
Benton,948.0,Bella Vista,AR,72714.0,5007020703.0,69
Benton,2316.0,Corvallis,OR,97330.0,41003000600.0,70
Benton,2746.0,Grandview,WA,98930.0,53005011802.0,71
Benton,2955.0,Benton City,WA,99320.0,53005010701.0,72
Benton,2955.0,Benton City,WA,99320.0,53005010703.0,73
Benton,2955.0,Benton City,WA,99320.0,53005010807.0,74
Benton,2955.0,Benton City,WA,99320.0,53005010814.0,75
Benton,2955.0,Benton City,WA,99320.0,53005011801.0,76
Benton,2955.0,Benton City,WA,99320.0,53005011900.0,77
Benton,2955.0,Kennewick,WA,99336.0,53005010809.0,78
Benton,2955.0,Kennewick,WA,99336.0,53005010810.0,79
Benton,2955.0,Kennewick,WA,99336.0,53005010811.0,80
Benton,2955.0,Kennewick,WA,99336.0,53005010814.0,81
Benton,2955.0,Kennewick,WA,99336.0,53005010815.0,82
Benton,2955.0,Kennewick,WA,99336.0,53005010816.0,83
Benton,2955.0,Kennewick,WA,99336.0,53005010820.0,84
Benton,2955.0,Kennewick,WA,99336.0,53005010901.0,85
Benton,2955.0,Kennewick,WA,99336.0,53005010902.0,86
Benton,2955.0,Kennewick,WA,99336.0,53005011001.0,87
Benton,2955.0,Kennewick,WA,99336.0,53005011002.0,88
Benton,2955.0,Kennewick,WA,99336.0,53005011100.0,89
Benton,2955.0,Kennewick,WA,99336.0,53005011201.0,90
Benton,2955.0,Kennewick,WA,99336.0,53005011202.0,91
Benton,2955.0,Kennewick,WA,99336.0,53005011300.0,92
Benton,2955.0,Kennewick,WA,99336.0,53005011401.0,93
Benton,2955.0,Kennewick,WA,99336.0,53005011501.0,94
Benton,2955.0,Kennewick,WA,99337.0,53005011100.0,95
Benton,2955.0,Kennewick,WA,99337.0,53005011401.0,96
Benton,2955.0,Kennewick,WA,99337.0,53005011402.0,97
Benton,2955.0,Kennewick,WA,99337.0,53005011501.0,98
Benton,2955.0,Kennewick,WA,99337.0,53005011504.0,99
Benton,2955.0,Kennewick,WA,99337.0,53005011505.0,100
Benton,2955.0,Kennewick,WA,99337.0,53005011506.0,101
Benton,2955.0,Kennewick,WA,99338.0,53005010810.0,102
Benton,2955.0,Kennewick,WA,99338.0,53005010811.0,103
Benton,2955.0,Kennewick,WA,99338.0,53005010814.0,104
Benton,2955.0,Kennewick,WA,99338.0,53005010815.0,105
Benton,2955.0,Kennewick,WA,99338.0,53005010902.0,106
Benton,2955.0,Kennewick,WA,99338.0,53005011002.0,107
Benton,2955.0,Kennewick,WA,99338.0,53005011505.0,108
Benton,2955.0,Paterson,WA,99345.0,53005011600.0,109
Benton,2955.0,Pros,WA,99350.0,53005011702.0,110
Benton,2955.0,Prosser,WA,99350.0,53005011600.0,111
Benton,2955.0,Prosser,WA,99350.0,53005011701.0,112
Benton,2955.0,Prosser,WA,99350.0,53005011702.0,113
Benton,2955.0,Prosser,WA,99350.0,53005011801.0,114
Benton,2955.0,Prosser,WA,99350.0,53005011802.0,115
Benton,2955.0,Rich,WA,99352.0,53005010817.0,116
Benton,2955.0,Richland,WA,99338.0,53005010811.0,117
Benton,2955.0,Richland,WA,99352.0,53005010100.0,118
Benton,2955.0,Richland,WA,99352.0,53005010300.0,119
Benton,2955.0,Richland,WA,99352.0,53005010400.0,120
Benton,2955.0,Richland,WA,99352.0,53005010500.0,121
Benton,2955.0,Richland,WA,99352.0,53005010600.0,122
Benton,2955.0,Richland,WA,99352.0,53005010703.0,123
Benton,2955.0,Richland,WA,99352.0,53005010705.0,124
Benton,2955.0,Richland,WA,99352.0,53005010807.0,125
Benton,2955.0,Richland,WA,99352.0,53005010810.0,126
Benton,2955.0,Richland,WA,99352.0,53005010811.0,127
Benton,2955.0,Richland,WA,99352.0,53005010817.0,128
Benton,2955.0,Richland,WA,99352.0,53005010818.0,129
Benton,2955.0,Richland,WA,99352.0,53005010819.0,130
Benton,2955.0,Richland,WA,99352.0,53005010820.0,131
Benton,2955.0,Richland,WA,99352.0,53005012000.0,132
Benton,2955.0,Richland,WA,99354.0,53005010100.0,133
Benton,2955.0,Richland,WA,99354.0,53005010201.0,134
Benton,2955.0,Richland,WA,99354.0,53005010203.0,135
Benton,2955.0,Richland,WA,99354.0,53005010204.0,136
Benton,2955.0,Richland,WA,99354.0,53005010300.0,137
Benton,2955.0,Richland,WA,99354.0,53005010400.0,138
Benton,2955.0,Richland,WA,99354.0,53005010500.0,139
Benton,2955.0,West Richland,WA,99320.0,53005010701.0,140
Benton,2955.0,West Richland,WA,99353.0,53005010201.0,141
Benton,2955.0,West Richland,WA,99353.0,53005010701.0,142
Benton,2955.0,West Richland,WA,99353.0,53005010703.0,143
Benton,2955.0,West Richland,WA,99353.0,53005010705.0,144
Benton,2955.0,West Richland,WA,99353.0,53005010707.0,145
Benton,2955.0,West Richland,WA,99353.0,53005010708.0,146
Benton,2955.0,West Richland,WA,99353.0,53005010807.0,147
Benton,2955.0,Wrch,WA,99353.0,53005010701.0,148
Berkeley,1974.0,Summerville,SC,29483.0,45015020714.0,149
Berkeley,2709.0,Hanahan,SC,29410.0,45015020903.0,150
Berkeley,2709.0,Moncks Corner,SC,29461.0,45015020601.0,151
Berkeley,2709.0,Moncks Corner,SC,29461.0,45015020602.0,152
Bernalillo,491.0,Albuquerque,NM,87120.0,35001004750.0,153
Bexar,3027.0,Jbsa Ft Sam Houston,TX,78234.0,48029120100.0,154
Bexar,3027.0,Jbsa Lackland,TX,78236.0,48029161400.0,155
Bexar,3027.0,San Antonio,TX,78222.0,48029131300.0,156
Bexar,3027.0,San Antonio,TX,78244.0,48029131616.0,157
Bexar,3027.0,San Antonio,TX,78253.0,48029172006.0,158
Boone,143.0,Zionsville,IN,46077.0,18011810604.0,159
Boulder,85.0,Longmont,CO,80503.0,8013013215.0,160
Brevard,1053.0,Melbourne,FL,32904.0,12009071354.0,161
Brevard,1053.0,Rockledge,FL,32955.0,12009063105.0,162
Broward,1054.0,Coral Springs,FL,33065.0,12011020312.0,163
Broward,1054.0,Fort Lauderdale,FL,33308.0,12011040502.0,164
Broward,1054.0,Fort Lauderdale,FL,33323.0,12011060121.0,165
Broward,1054.0,Weston,FL,33327.0,12011070331.0,166
Brown,2937.0,Green Bay,WI,54313.0,55009020504.0,167
Bucks,2458.0,Feasterville Trevose,PA,19053.0,42017101403.0,168
Bucks,2458.0,Newtown,PA,18940.0,42017105202.0,169
Burlington,2447.0,Joint Base Mdl,NJ,8641.0,34005702101.0,170
Burlington,2447.0,Joint Base Mdl,NJ,8641.0,34005982111.0,171
Caddo,1575.0,Shreveport,LA,71115.0,22017023906.0,172
Calhoun,1491.0,Jacksonville,AL,36265.0,1015002502.0,173
Calvert,1764.0,Owings,MD,20736.0,24009860103.0,174
Camden,1157.0,Saint Marys,GA,31558.0,13039010500.0,175
Canadian,2674.0,Mustang,OK,73064.0,40017301410.0,176
Carroll,1766.0,Westminster,MD,21157.0,24013507602.0,177
Centre,2495.0,Centre Hall,PA,16828.0,42027010901.0,178
Charles,419.0,Waldorf,MD,20601.0,24017850802.0,179
Charles,419.0,Waldorf,MD,20603.0,24017850713.0,180
Chelan,2956.0,Ardenvoir,WA,98811.0,53007960100.0,181
Chelan,2956.0,Cashmere,WA,98815.0,53007960501.0,182
Chelan,2956.0,Cashmere,WA,98815.0,53007960502.0,183
Chelan,2956.0,Cashmere,WA,98815.0,53007960600.0,184
Chelan,2956.0,Chelan,WA,98816.0,53007960100.0,185
Chelan,2956.0,Chelan,WA,98816.0,53007960301.0,186
Chelan,2956.0,Chelan,WA,98816.0,53007960302.0,187
Chelan,2956.0,Chelan,WA,98816.0,53007960303.0,188
Chelan,2956.0,Chelan,WA,98816.0,53007960400.0,189
Chelan,2956.0,Chelan Falls,WA,98817.0,53007960301.0,190
Chelan,2956.0,Dryden,WA,98821.0,53007960502.0,191
Chelan,2956.0,Entiat,WA,98822.0,53007960100.0,192
Chelan,2956.0,Leavenworth,WA,98826.0,53007960201.0,193
Chelan,2956.0,Leavenworth,WA,98826.0,53007960202.0,194
Chelan,2956.0,Leavenworth,WA,98826.0,53007960203.0,195
Chelan,2956.0,Leavenworth,WA,98826.0,53007960501.0,196
Chelan,2956.0,Leavenworth,WA,98826.0,53007960502.0,197
Chelan,2956.0,Leavenworth,WA,98847.0,53007960502.0,198
Chelan,2956.0,Malaga,WA,98828.0,53007961200.0,199
Chelan,2956.0,Manson,WA,98831.0,53007960400.0,200
Chelan,2956.0,Monitor,WA,98836.0,53007960502.0,201
Chelan,2956.0,Peshastin,WA,98847.0,53007960501.0,202
Chelan,2956.0,Peshastin,WA,98847.0,53007960502.0,203
Chelan,2956.0,Wenatchee,WA,98801.0,53007960501.0,204
Chelan,2956.0,Wenatchee,WA,98801.0,53007960700.0,205
Chelan,2956.0,Wenatchee,WA,98801.0,53007960801.0,206
Chelan,2956.0,Wenatchee,WA,98801.0,53007960803.0,207
Chelan,2956.0,Wenatchee,WA,98801.0,53007960804.0,208
Chelan,2956.0,Wenatchee,WA,98801.0,53007961001.0,209
Chelan,2956.0,Wenatchee,WA,98801.0,53007961002.0,210
Chelan,2956.0,Wenatchee,WA,98801.0,53007961101.0,211
Chelan,2956.0,Wenatchee,WA,98801.0,53007961102.0,212
Chelan,2956.0,Wenatchee,WA,98801.0,53007961200.0,213
Chelan,2956.0,Wenatchee,WA,98801.0,53007961301.0,214
Chelan,2956.0,Wenatchee,WA,98801.0,53007961303.0,215
Chelan,2956.0,Wenatchee,WA,98801.0,53007961304.0,216
Chesapeake,2907.0,Chesapeake,VA,23320.0,51550020912.0,217
Chesapeake,2907.0,Chesapeake,VA,23321.0,51550021504.0,218
Chesapeake,2907.0,Chesapeake,VA,23322.0,51550021004.0,219
Chesapeake,2907.0,Chesapeake,VA,23322.0,51550021011.0,220
Chesapeake,2907.0,Chesapeake,VA,23323.0,51550021200.0,221
Chesapeake,2907.0,Chesapeake,VA,23323.0,51550021304.0,222
Chesapeake,2907.0,Chesapeake,VA,23323.0,51550021402.0,223
Chesterfield,2764.0,Chester,VA,23831.0,51041100822.0,224
Churchill,2357.0,Fallon,NV,89406.0,32001950700.0,225
Clackamas,2317.0,Clackamas,OR,97015.0,41005023202.0,226
Clackamas,2317.0,Damascus,OR,97089.0,41005023201.0,227
Clackamas,2317.0,Lake Oswego,OR,97034.0,41005020403.0,228
Clackamas,2317.0,Mulino,OR,97042.0,41005023700.0,229
Clackamas,2317.0,Portland,OR,97267.0,41005021300.0,230
Clallam,2976.0,Beaver,WA,98305.0,53009002400.0,231
Clallam,2976.0,Clallam Bay,WA,98326.0,53009002400.0,232
Clallam,2976.0,Forks,WA,98331.0,53009000300.0,233
Clallam,2976.0,Forks,WA,98331.0,53009002400.0,234
Clallam,2976.0,Neah Bay,WA,98357.0,53009940000.0,235
Clallam,2976.0,Port Angeles,WA,98362.0,53009000900.0,236
Clallam,2976.0,Port Angeles,WA,98362.0,53009001000.0,237
Clallam,2976.0,Port Angeles,WA,98362.0,53009001100.0,238
Clallam,2976.0,Port Angeles,WA,98362.0,53009001200.0,239
Clallam,2976.0,Port Angeles,WA,98362.0,53009001300.0,240
Clallam,2976.0,Port Angeles,WA,98362.0,53009001400.0,241
Clallam,2976.0,Port Angeles,WA,98362.0,53009001500.0,242
Clallam,2976.0,Port Angeles,WA,98362.0,53009001600.0,243
Clallam,2976.0,Port Angeles,WA,98362.0,53009001800.0,244
Clallam,2976.0,Port Angeles,WA,98363.0,53009000600.0,245
Clallam,2976.0,Port Angeles,WA,98363.0,53009000700.0,246
Clallam,2976.0,Port Angeles,WA,98363.0,53009000800.0,247
Clallam,2976.0,Port Angeles,WA,98363.0,53009000900.0,248
Clallam,2976.0,Port Angeles,WA,98363.0,53009001500.0,249
Clallam,2976.0,Port Angeles,WA,98363.0,53009002400.0,250
Clallam,2976.0,Sekiu,WA,98381.0,53009002400.0,251
Clallam,2976.0,Sequim,WA,98382.0,53009001600.0,252
Clallam,2976.0,Sequim,WA,98382.0,53009001701.0,253
Clallam,2976.0,Sequim,WA,98382.0,53009001702.0,254
Clallam,2976.0,Sequim,WA,98382.0,53009001800.0,255
Clallam,2976.0,Sequim,WA,98382.0,53009001901.0,256
Clallam,2976.0,Sequim,WA,98382.0,53009001902.0,257
Clallam,2976.0,Sequim,WA,98382.0,53009002001.0,258
Clallam,2976.0,Sequim,WA,98382.0,53009002002.0,259
Clallam,2976.0,Sequim,WA,98382.0,53009002100.0,260
Clallam,2976.0,Sequim,WA,98382.0,53009002301.0,261
Clallam,2976.0,Sequim,WA,98382.0,53009002302.0,262
Clark,480.0,Henderson,NV,89074.0,32003005320.0,263
Clark,480.0,Las Vegas,NV,89113.0,32003002977.0,264
Clark,480.0,Las Vegas,NV,89119.0,32003002848.0,265
Clark,480.0,Las Vegas,NV,89129.0,32003003241.0,266
Clark,480.0,Las Vegas,NV,89137.0,32003003222.0,267
Clark,480.0,Las Vegas,NV,89145.0,32003003227.0,268
Clark,480.0,Las Vegas,NV,89146.0,32003002938.0,269
Clark,480.0,North Las Vegas,NV,89032.0,32003003641.0,270
Clark,480.0,North Las Vegas,NV,89084.0,32003003664.0,271
Clark,480.0,North Las Vegas,NV,89085.0,32003003662.0,272
Clark,2977.0,Amboy,WA,98601.0,53011040101.0,273
Clark,2977.0,Amboy,WA,98601.0,53011040102.0,274
Clark,2977.0,Amboy,WA,98601.0,53011040202.0,275
Clark,2977.0,Battle Ground,WA,98604.0,53011040102.0,276
Clark,2977.0,Battle Ground,WA,98604.0,53011040203.0,277
Clark,2977.0,Battle Ground,WA,98604.0,53011040403.0,278
Clark,2977.0,Battle Ground,WA,98604.0,53011040407.0,279
Clark,2977.0,Battle Ground,WA,98604.0,53011040408.0,280
Clark,2977.0,Battle Ground,WA,98604.0,53011040413.0,281
Clark,2977.0,Battle Ground,WA,98604.0,53011040414.0,282
Clark,2977.0,Battle Ground,WA,98604.0,53011040415.0,283
Clark,2977.0,Battle Ground,WA,98604.0,53011040416.0,284
Clark,2977.0,Battle Ground,WA,98604.0,53011040504.0,285
Clark,2977.0,Battle Ground,WA,98604.0,53011040505.0,286
Clark,2977.0,Brush Prairie,WA,98606.0,53011040504.0,287
Clark,2977.0,Brush Prairie,WA,98606.0,53011040505.0,288
Clark,2977.0,Brush Prairie,WA,98606.0,53011040511.0,289
Clark,2977.0,Brush Prairie,WA,98606.0,53011040603.0,290
Clark,2977.0,Brush Prairie,WA,98606.0,53011040709.0,291
Clark,2977.0,Brush Prairie,WA,98606.0,53011040713.0,292
Clark,2977.0,Brush Prairie,WA,98606.0,53011040715.0,293
Clark,2977.0,Camas,WA,98607.0,53011040510.0,294
Clark,2977.0,Camas,WA,98607.0,53011040511.0,295
Clark,2977.0,Camas,WA,98607.0,53011040603.0,296
Clark,2977.0,Camas,WA,98607.0,53011040604.0,297
Clark,2977.0,Camas,WA,98607.0,53011040605.0,298
Clark,2977.0,Camas,WA,98607.0,53011040608.0,299
Clark,2977.0,Camas,WA,98607.0,53011040609.0,300
Clark,2977.0,Camas,WA,98607.0,53011040610.0,301
Clark,2977.0,Camas,WA,98607.0,53011041321.0,302
Clark,2977.0,Camas,WA,98607.0,53011041325.0,303
Clark,2977.0,Camas,WA,98607.0,53011041328.0,304
Clark,2977.0,Camas,WA,98607.0,53011041400.0,305
Clark,2977.0,Camas,WA,98607.0,53011041500.0,306
Clark,2977.0,La Center,WA,98629.0,53011040201.0,307
Clark,2977.0,La Center,WA,98629.0,53011040202.0,308
Clark,2977.0,La Center,WA,98629.0,53011040203.0,309
Clark,2977.0,Ridgefield,WA,98642.0,53011040201.0,310
Clark,2977.0,Ridgefield,WA,98642.0,53011040301.0,311
Clark,2977.0,Ridgefield,WA,98642.0,53011040303.0,312
Clark,2977.0,Ridgefield,WA,98642.0,53011040304.0,313
Clark,2977.0,Ridgefield,WA,98642.0,53011040305.0,314
Clark,2977.0,Ridgefield,WA,98642.0,53011040403.0,315
Clark,2977.0,Ridgefield,WA,98642.0,53011040409.0,316
Clark,2977.0,Ridgefield,WA,98642.0,53011040412.0,317
Clark,2977.0,Ridgefield,WA,98642.0,53011040905.0,318
Clark,2977.0,Ridgefield,WA,98642.0,53011040910.0,319
Clark,2977.0,Vancouver,WA,98660.0,53011041003.0,320
Clark,2977.0,Vancouver,WA,98660.0,53011041005.0,321
Clark,2977.0,Vancouver,WA,98660.0,53011041900.0,322
Clark,2977.0,Vancouver,WA,98660.0,53011042000.0,323
Clark,2977.0,Vancouver,WA,98660.0,53011042100.0,324
Clark,2977.0,Vancouver,WA,98660.0,53011042300.0,325
Clark,2977.0,Vancouver,WA,98660.0,53011042400.0,326
Clark,2977.0,Vancouver,WA,98660.0,53011042500.0,327
Clark,2977.0,Vancouver,WA,98661.0,53011041105.0,328
Clark,2977.0,Vancouver,WA,98661.0,53011041107.0,329
Clark,2977.0,Vancouver,WA,98661.0,53011041110.0,330
Clark,2977.0,Vancouver,WA,98661.0,53011041111.0,331
Clark,2977.0,Vancouver,WA,98661.0,53011041112.0,332
Clark,2977.0,Vancouver,WA,98661.0,53011041113.0,333
Clark,2977.0,Vancouver,WA,98661.0,53011041203.0,334
Clark,2977.0,Vancouver,WA,98661.0,53011041205.0,335
Clark,2977.0,Vancouver,WA,98661.0,53011041600.0,336
Clark,2977.0,Vancouver,WA,98661.0,53011041700.0,337
Clark,2977.0,Vancouver,WA,98661.0,53011041800.0,338
Clark,2977.0,Vancouver,WA,98661.0,53011042601.0,339
Clark,2977.0,Vancouver,WA,98661.0,53011042602.0,340
Clark,2977.0,Vancouver,WA,98661.0,53011042700.0,341
Clark,2977.0,Vancouver,WA,98661.0,53011042800.0,342
Clark,2977.0,Vancouver,WA,98661.0,53011042900.0,343
Clark,2977.0,Vancouver,WA,98661.0,53011043100.0,344
Clark,2977.0,Vancouver,WA,98662.0,53011040408.0,345
Clark,2977.0,Vancouver,WA,98662.0,53011040703.0,346
Clark,2977.0,Vancouver,WA,98662.0,53011040706.0,347
Clark,2977.0,Vancouver,WA,98662.0,53011040709.0,348
Clark,2977.0,Vancouver,WA,98662.0,53011040711.0,349
Clark,2977.0,Vancouver,WA,98662.0,53011040712.0,350
Clark,2977.0,Vancouver,WA,98662.0,53011040714.0,351
Clark,2977.0,Vancouver,WA,98662.0,53011040806.0,352
Clark,2977.0,Vancouver,WA,98662.0,53011040812.0,353
Clark,2977.0,Vancouver,WA,98662.0,53011041104.0,354
Clark,2977.0,Vancouver,WA,98662.0,53011041107.0,355
Clark,2977.0,Vancouver,WA,98662.0,53011041113.0,356
Clark,2977.0,Vancouver,WA,98662.0,53011041114.0,357
Clark,2977.0,Vancouver,WA,98662.0,53011041203.0,358
Clark,2977.0,Vancouver,WA,98662.0,53011041205.0,359
Clark,2977.0,Vancouver,WA,98662.0,53011041206.0,360
Clark,2977.0,Vancouver,WA,98662.0,53011041312.0,361
Clark,2977.0,Vancouver,WA,98662.0,53011041313.0,362
Clark,2977.0,Vancouver,WA,98662.0,53011041326.0,363
Clark,2977.0,Vancouver,WA,98663.0,53011041003.0,364
Clark,2977.0,Vancouver,WA,98663.0,53011041011.0,365
Clark,2977.0,Vancouver,WA,98663.0,53011041800.0,366
Clark,2977.0,Vancouver,WA,98663.0,53011041900.0,367
Clark,2977.0,Vancouver,WA,98663.0,53011042000.0,368
Clark,2977.0,Vancouver,WA,98663.0,53011042500.0,369
Clark,2977.0,Vancouver,WA,98664.0,53011041205.0,370
Clark,2977.0,Vancouver,WA,98664.0,53011041206.0,371
Clark,2977.0,Vancouver,WA,98664.0,53011041207.0,372
Clark,2977.0,Vancouver,WA,98664.0,53011041208.0,373
Clark,2977.0,Vancouver,WA,98664.0,53011043000.0,374
Clark,2977.0,Vancouver,WA,98664.0,53011043100.0,375
Clark,2977.0,Vancouver,WA,98665.0,53011040803.0,376
Clark,2977.0,Vancouver,WA,98665.0,53011040806.0,377
Clark,2977.0,Vancouver,WA,98665.0,53011040808.0,378
Clark,2977.0,Vancouver,WA,98665.0,53011040809.0,379
Clark,2977.0,Vancouver,WA,98665.0,53011040810.0,380
Clark,2977.0,Vancouver,WA,98665.0,53011040812.0,381
Clark,2977.0,Vancouver,WA,98665.0,53011040905.0,382
Clark,2977.0,Vancouver,WA,98665.0,53011040908.0,383
Clark,2977.0,Vancouver,WA,98665.0,53011041003.0,384
Clark,2977.0,Vancouver,WA,98665.0,53011041005.0,385
Clark,2977.0,Vancouver,WA,98665.0,53011041007.0,386
Clark,2977.0,Vancouver,WA,98665.0,53011041008.0,387
Clark,2977.0,Vancouver,WA,98665.0,53011041009.0,388
Clark,2977.0,Vancouver,WA,98665.0,53011041010.0,389
Clark,2977.0,Vancouver,WA,98665.0,53011041105.0,390
Clark,2977.0,Vancouver,WA,98668.0,53011041600.0,391
Clark,2977.0,Vancouver,WA,98682.0,53011040303.0,392
Clark,2977.0,Vancouver,WA,98682.0,53011040411.0,393
Clark,2977.0,Vancouver,WA,98682.0,53011040603.0,394
Clark,2977.0,Vancouver,WA,98682.0,53011040604.0,395
Clark,2977.0,Vancouver,WA,98682.0,53011040706.0,396
Clark,2977.0,Vancouver,WA,98682.0,53011040707.0,397
Clark,2977.0,Vancouver,WA,98682.0,53011040711.0,398
Clark,2977.0,Vancouver,WA,98682.0,53011040712.0,399
Clark,2977.0,Vancouver,WA,98682.0,53011040713.0,400
Clark,2977.0,Vancouver,WA,98682.0,53011040714.0,401
Clark,2977.0,Vancouver,WA,98682.0,53011041312.0,402
Clark,2977.0,Vancouver,WA,98682.0,53011041313.0,403
Clark,2977.0,Vancouver,WA,98682.0,53011041317.0,404
Clark,2977.0,Vancouver,WA,98682.0,53011041326.0,405
Clark,2977.0,Vancouver,WA,98682.0,53011041330.0,406
Clark,2977.0,Vancouver,WA,98682.0,53011041331.0,407
Clark,2977.0,Vancouver,WA,98682.0,53011041332.0,408
Clark,2977.0,Vancouver,WA,98682.0,53011041333.0,409
Clark,2977.0,Vancouver,WA,98682.0,53011041334.0,410
Clark,2977.0,Vancouver,WA,98682.0,53011041335.0,411
Clark,2977.0,Vancouver,WA,98682.0,53011041336.0,412
Clark,2977.0,Vancouver,WA,98683.0,53011041309.0,413
Clark,2977.0,Vancouver,WA,98683.0,53011041310.0,414
Clark,2977.0,Vancouver,WA,98683.0,53011041322.0,415
Clark,2977.0,Vancouver,WA,98683.0,53011041323.0,416
Clark,2977.0,Vancouver,WA,98683.0,53011041325.0,417
Clark,2977.0,Vancouver,WA,98683.0,53011041328.0,418
Clark,2977.0,Vancouver,WA,98683.0,53011041329.0,419
Clark,2977.0,Vancouver,WA,98684.0,53011040608.0,420
Clark,2977.0,Vancouver,WA,98684.0,53011041317.0,421
Clark,2977.0,Vancouver,WA,98684.0,53011041319.0,422
Clark,2977.0,Vancouver,WA,98684.0,53011041320.0,423
Clark,2977.0,Vancouver,WA,98684.0,53011041321.0,424
Clark,2977.0,Vancouver,WA,98684.0,53011041322.0,425
Clark,2977.0,Vancouver,WA,98684.0,53011041323.0,426
Clark,2977.0,Vancouver,WA,98684.0,53011041334.0,427
Clark,2977.0,Vancouver,WA,98684.0,53011041335.0,428
Clark,2977.0,Vancouver,WA,98684.0,53011041336.0,429
Clark,2977.0,Vancouver,WA,98684.0,53011041337.0,430
Clark,2977.0,Vancouver,WA,98685.0,53011040904.0,431
